name,affiliation,orcid,username,email_suffix
"Rendeiro, Andre Figueiredo","CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences","0000-0001-9362-5373","arendeiro","@cemm.oeaw.ac.at"
